x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,label
0.8138614892959595,0.8951382040977478,-4.693425523782935e-07,0.7727445960044861,0.7897248268127441,-0.015049386769533157,0.7590152025222778,0.6892995834350586,-0.022263623774051666,0.7609797120094299,0.6141650676727295,-0.028240419924259186,0.7668765783309937,0.557030439376831,-0.0316302627325058,0.8214554190635681,0.6739275455474854,-0.014825236983597279,0.731968879699707,0.6796966791152954,-0.036139145493507385,0.7309531569480896,0.7202352285385132,-0.050443265587091446,0.755301833152771,0.7282675504684448,-0.05905338376760483,0.8376493453979492,0.7289863228797913,-0.01843266747891903,0.7358025312423706,0.7400291562080383,-0.03373896703124046,0.7412805557250977,0.7641773223876953,-0.03623576834797859,0.7641932368278503,0.7671152353286743,-0.039333079010248184,0.8425636887550354,0.7878947257995605,-0.025265296921133995,0.7465371489524841,0.7961704134941101,-0.0416882261633873,0.7527785897254944,0.8137100338935852,-0.033482521772384644,0.7767812013626099,0.8148864507675171,-0.027291228994727135,0.8389257192611694,0.8448487520217896,-0.03393122926354408,0.7623521685600281,0.8451501131057739,-0.0438530333340168,0.7673302292823792,0.8572655916213989,-0.036585401743650436,0.7897483706474304,0.8608629703521729,-0.02965700812637806,GOOD
0.8245055675506592,0.8886352777481079,-4.706756158157077e-07,0.7812017202377319,0.7852591872215271,-0.015092975459992886,0.7633249759674072,0.6836512088775635,-0.02257155254483223,0.7627992033958435,0.6069110631942749,-0.028741009533405304,0.7663721442222595,0.5478853583335876,-0.03199175372719765,0.824347198009491,0.6610784530639648,-0.014389190822839737,0.7354869842529297,0.6678935289382935,-0.036486975848674774,0.7354040145874023,0.7108770608901978,-0.04981395602226257,0.760118842124939,0.7174612283706665,-0.05718410387635231,0.8404560685157776,0.7143003344535828,-0.01769990846514702,0.7378979921340942,0.7307019233703613,-0.035141721367836,0.745894730091095,0.7572318315505981,-0.037230513989925385,0.7704823017120361,0.7574007511138916,-0.03913521021604538,0.8455593585968018,0.7709360122680664,-0.0244639590382576,0.7497973442077637,0.7850869297981262,-0.042265426367521286,0.7571331262588501,0.8052555918693542,-0.034002259373664856,0.7814251184463501,0.8051794171333313,-0.02699391543865204,0.8427670001983643,0.8257462382316589,-0.03310922905802727,0.7663411498069763,0.8282877802848816,-0.04359396919608116,0.7699563503265381,0.8431587815284729,-0.03666706755757332,0.7904156446456909,0.8472884893417358,-0.029425350949168205,GOOD
0.8214496374130249,0.8992294073104858,-5.219887384555477e-07,0.7817102074623108,0.7939262390136719,-0.011385703459382057,0.7646677494049072,0.6894707679748535,-0.019334757700562477,0.7612476348876953,0.611790657043457,-0.026685483753681183,0.7635464072227478,0.5525752902030945,-0.031826451420784,0.8213504552841187,0.6602155566215515,-0.019116688519716263,0.7333448529243469,0.6666290163993835,-0.04126530513167381,0.7329047918319702,0.7117780447006226,-0.052691876888275146,0.7563049793243408,0.7187989950180054,-0.05923069268465042,0.8371925950050354,0.71363765001297,-0.024773020297288895,0.7348313331604004,0.7293860912322998,-0.04325992241501808,0.7407187223434448,0.7589442729949951,-0.043115485459566116,0.76398104429245,0.760779619216919,-0.043980468064546585,0.8413017988204956,0.7715413570404053,-0.033125925809144974,0.7454634308815002,0.7844675183296204,-0.05186975374817848,0.7529210448265076,0.8070917725563049,-0.04147515073418617,0.7780356407165527,0.8071728944778442,-0.033779602497816086,0.8376873135566711,0.8283874988555908,-0.04281167685985565,0.7606744170188904,0.8292771577835083,-0.05506302788853645,0.7667877674102783,0.8454480767250061,-0.048088569194078445,0.7901069521903992,0.8490562438964844,-0.04125111922621727,GOOD
0.8436418175697327,0.8155784606933594,-5.932337785452546e-07,0.820173442363739,0.7450774908065796,-0.047479286789894104,0.8408548831939697,0.657548189163208,-0.07428053021430969,0.8646717667579651,0.5932542085647583,-0.09484497457742691,0.8838485479354858,0.5296765565872192,-0.11078617721796036,0.9291272163391113,0.6642994284629822,-0.05851499363780022,0.9325848817825317,0.6569134593009949,-0.10635832697153091,0.8837624192237854,0.674586832523346,-0.1312515139579773,0.8612930774688721,0.68526291847229,-0.14268259704113007,0.9484831690788269,0.7335451245307922,-0.054911307990550995,0.9463652968406677,0.7295863032341003,-0.09536749869585037,0.8856868147850037,0.7421941757202148,-0.09957441687583923,0.8683770895004272,0.7460755705833435,-0.09725115448236465,0.9495308995246887,0.8007113337516785,-0.05810144543647766,0.9375350475311279,0.8058626651763916,-0.09867951273918152,0.8813693523406982,0.8094402551651001,-0.08487267792224884,0.8653176426887512,0.8055989742279053,-0.06978563964366913,0.9412127733230591,0.8593258261680603,-0.06530448794364929,0.9223718047142029,0.8640503883361816,-0.09080296754837036,0.8781206607818604,0.865117073059082,-0.08019191026687622,0.862890899181366,0.8600215315818787,-0.06847897917032242,GOOD
0.8300092816352844,0.8287893533706665,-6.752603667337098e-07,0.8087275624275208,0.7508548498153687,-0.048447560518980026,0.8323326706886292,0.6657254099845886,-0.07203508168458939,0.8583282232284546,0.6051389575004578,-0.08835650980472565,0.8798753023147583,0.540666937828064,-0.0987013652920723,0.9405837059020996,0.67008376121521,-0.051442839205265045,0.8912661075592041,0.6859524250030518,-0.09046483784914017,0.8521056771278381,0.7056594491004944,-0.11154714226722717,0.8573728799819946,0.7106682658195496,-0.12468405812978745,0.961932897567749,0.738187849521637,-0.04632367566227913,0.9007883071899414,0.7608214020729065,-0.08330585062503815,0.8548130989074707,0.7637441754341125,-0.09143850952386856,0.859896183013916,0.7600882649421692,-0.09416171908378601,0.962039053440094,0.8061980605125427,-0.04735274240374565,0.9011396765708923,0.8309695720672607,-0.08748892694711685,0.8570621013641357,0.8224871754646301,-0.08232682198286057,0.8631358742713928,0.8108161687850952,-0.07423429191112518,0.9521484375,0.8679136037826538,-0.053021930158138275,0.9030744433403015,0.8885496854782104,-0.08322252333164215,0.8635511994361877,0.8760330677032471,-0.0828879177570343,0.8602962493896484,0.860095202922821,-0.0781274065375328,GOOD
0.7773891091346741,0.8313343524932861,-1.0466238791195792e-06,0.7419732809066772,0.7361283302307129,-0.0695556029677391,0.7411825656890869,0.6154165863990784,-0.1093573346734047,0.7461693286895752,0.5179643034934998,-0.13984505832195282,0.7524186372756958,0.42269670963287354,-0.16201211512088776,0.9107237458229065,0.6005280613899231,-0.08044280856847763,0.8282979726791382,0.6355561017990112,-0.13130365312099457,0.7710133790969849,0.6693516373634338,-0.15677347779273987,0.7783148288726807,0.674538254737854,-0.17299076914787292,0.9464452266693115,0.6937853693962097,-0.07298802584409714,0.8387312889099121,0.7390462756156921,-0.1201990395784378,0.7694323658943176,0.744576096534729,-0.12860716879367828,0.7791251540184021,0.7362914085388184,-0.13194173574447632,0.9491173028945923,0.7899468541145325,-0.07316214591264725,0.8438208103179932,0.832984447479248,-0.1234857365489006,0.7826331257820129,0.8232132196426392,-0.115981824696064,0.7931903004646301,0.808785080909729,-0.10624043643474579,0.9354164004325867,0.8757110238075256,-0.08019599318504333,0.849789023399353,0.9126104712486267,-0.11793162673711777,0.7945156097412109,0.894307553768158,-0.11760152131319046,0.788741409778595,0.8713697195053101,-0.11231167614459991,GOOD
0.7825117707252502,0.8219588398933411,-1.0248378430333105e-06,0.747759997844696,0.7281497716903687,-0.07083716243505478,0.7507121562957764,0.6075736880302429,-0.11094631999731064,0.7605913281440735,0.5125207304954529,-0.14169424772262573,0.7694602608680725,0.4183553159236908,-0.16312716901302338,0.913012683391571,0.5976705551147461,-0.0823386162519455,0.8393875360488892,0.6349504590034485,-0.13383519649505615,0.7848613858222961,0.6711084246635437,-0.15520134568214417,0.7921600341796875,0.6733335852622986,-0.16802167892456055,0.9511092305183411,0.6905927658081055,-0.07388421893119812,0.8526949882507324,0.7396442294120789,-0.12349595129489899,0.7822380065917969,0.7489019632339478,-0.1277099996805191,0.7955645322799683,0.7356712818145752,-0.12690258026123047,0.9578516483306885,0.7862370014190674,-0.0736071765422821,0.860316276550293,0.8318596482276917,-0.1251029223203659,0.7979200482368469,0.8219708204269409,-0.11296053975820541,0.8102118968963623,0.8031666874885559,-0.09988702833652496,0.9466294050216675,0.8719823360443115,-0.08047717809677124,0.8673104643821716,0.9112271070480347,-0.11893632262945175,0.813212513923645,0.8927136659622192,-0.11776971071958542,0.8106662631034851,0.8666010499000549,-0.1119893342256546,GOOD
0.7415260672569275,0.8149140477180481,-5.194180516809865e-07,0.72554612159729,0.7506757974624634,-0.0398176945745945,0.7372947931289673,0.6776318550109863,-0.05819810926914215,0.7480382323265076,0.6262216567993164,-0.06971392035484314,0.7573549151420593,0.5767375230789185,-0.07673591375350952,0.8242596983909607,0.6969988942146301,-0.04876040294766426,0.7645121812820435,0.700444757938385,-0.0768861249089241,0.7363084554672241,0.713155210018158,-0.09246731549501419,0.7459853887557983,0.7174827456474304,-0.10325046628713608,0.8352150917053223,0.7544811367988586,-0.04299607127904892,0.7608426213264465,0.7601516842842102,-0.06883757561445236,0.733738362789154,0.7536833882331848,-0.07505408674478531,0.7457680702209473,0.7484188675880432,-0.07926616817712784,0.8280962705612183,0.8086641430854797,-0.04138124734163284,0.7553365230560303,0.8158348202705383,-0.06825759261846542,0.7321475744247437,0.8023377060890198,-0.06444871425628662,0.7451364398002625,0.7957891225814819,-0.060106582939624786,0.8132980465888977,0.8523032069206238,-0.04377378523349762,0.7555463314056396,0.8587203621864319,-0.0673820823431015,0.7370062470436096,0.8452697992324829,-0.07020796090364456,0.7453317046165466,0.837804913520813,-0.0694042518734932,GOOD
0.7407189607620239,0.8234965205192566,-6.312554887699662e-07,0.7235820293426514,0.7618988752365112,-0.038056351244449615,0.7327001690864563,0.6912945508956909,-0.057555630803108215,0.7447634935379028,0.6390377879142761,-0.07110962271690369,0.7559208273887634,0.5867263078689575,-0.0800795704126358,0.8221194744110107,0.7008931040763855,-0.046014584600925446,0.7701083421707153,0.7095213532447815,-0.0742071196436882,0.7370938062667847,0.7200344204902649,-0.08918800204992294,0.7379535436630249,0.7236117124557495,-0.0984143614768982,0.8365498185157776,0.758978545665741,-0.04090176522731781,0.7634642720222473,0.7718591690063477,-0.06567391753196716,0.7285237908363342,0.7650882601737976,-0.07090935111045837,0.7297418117523193,0.7599571347236633,-0.073845773935318,0.8329043388366699,0.8137584924697876,-0.03978109732270241,0.7613277435302734,0.8262979984283447,-0.06659362465143204,0.7301095724105835,0.8132259249687195,-0.06224243342876434,0.7331432700157166,0.8058357238769531,-0.056777942925691605,0.8207181692123413,0.859360933303833,-0.04243011772632599,0.7652015089988708,0.8678941130638123,-0.06489119678735733,0.7372233867645264,0.8532384634017944,-0.06531665474176407,0.7333090305328369,0.8419880270957947,-0.061979759484529495,GOOD
0.7960583567619324,0.8606138229370117,-2.896462660828547e-07,0.7819229364395142,0.7703772783279419,0.007302333600819111,0.7454091906547546,0.6880611181259155,8.050630276557058e-05,0.722515344619751,0.6289525628089905,-0.008478480391204357,0.7211329340934753,0.5778762102127075,-0.0170865710824728,0.7185841202735901,0.6969509124755859,-0.03842019662261009,0.6278324723243713,0.6850480437278748,-0.056401077657938004,0.6484991312026978,0.7016729712486267,-0.05963719263672829,0.6804291009902954,0.7087169885635376,-0.05861407145857811,0.7096990346908569,0.7557478547096252,-0.049121275544166565,0.6180204749107361,0.7431831359863281,-0.06637954711914062,0.6440103650093079,0.7550455927848816,-0.05965672433376312,0.6757023930549622,0.7594248652458191,-0.05361431464552879,0.7024043202400208,0.8115162253379822,-0.05721951276063919,0.6200827956199646,0.7962555885314941,-0.06920792162418365,0.6463853716850281,0.8043047785758972,-0.051563870161771774,0.6768152117729187,0.8079209923744202,-0.038293059915304184,0.6990429759025574,0.8639078140258789,-0.06404826045036316,0.6376795768737793,0.8426856994628906,-0.07134855538606644,0.6584674715995789,0.8449684381484985,-0.05746857821941376,0.6851388812065125,0.8503396511077881,-0.04572867229580879,GOOD
